courier_id,current_x,current_y
1457,5.7019,9.1242
1459,6.9939,5.0061
1460,4.9282,8.4471
1462,6.197,7.9365
1463,8.518,9.5238
1465,12.9201,6.7155
1466,4.8895,7.0374
1468,4.8895,7.0374
1469,5.3769,5.4945
1470,6.3672,4.6731
1471,5.315,7.9476
1472,4.2242,6.771
1473,5.3847,8.1585
1474,7.0171,4.773
1475,4.2242,5.9385
1476,5.0056,7.2927
1477,6.8159,10.3008
1478,6.5529,7.9809
1479,5.5007,4.3623
1481,9.4696,6.4158
1482,7.8294,7.9254
1485,5.1216,7.2594
1486,3.7522,10.2009
1489,12.8118,6.7155
1491,7.3188,8.5137
1493,3.6517,10.8669
1494,12.8969,7.1373
1496,9.6475,6.0495
1499,7.2182,4.551
1500,8.5721,9.7902
1501,6.9629,5.1615
1502,8.9048,7.4259
1503,6.6302,6.1383
1504,5.0907,3.8961
1505,7.4967,9.4128
1507,6.3363,5.1948
1509,5.7792,5.0394
1510,3.6671,8.1585
1511,5.2763,7.9698
1512,7.9455,6.5046
1514,7.7443,5.2836
1515,4.6033,6.0384
1516,4.6187,5.4168
1517,8.5489,5.6277
1518,7.5432,5.1282
1519,13.0593,7.2039
1520,6.2512,8.2251
1521,6.313,7.9698
1525,5.3769,8.1474
1527,7.1795,4.9506
1528,3.1333,4.5399
1529,5.787,5.6721
1530,6.8623,5.1171
1533,4.6729,11.8104
1534,3.4118,10.2453
1536,6.5219,5.7498
1537,4.874,3.7518
1538,3.7754,10.2009
1540,7.0171,5.106
1542,8.4174,9.3573
1543,7.3962,5.4501
1546,7.6437,5.5833
1547,7.4348,8.5137
1549,5.2299,1.8981
1552,4.8818,6.9153
1554,15.0941,6.3381
1556,3.7522,10.2009
1557,3.6517,5.3391
1558,12.4791,6.9264
1559,3.6826,7.5258
1560,6.6457,4.9506
1561,3.3964,6.5934
1562,7.0248,5.1393
1563,4.7193,7.9587
1567,4.8895,7.0374
1568,4.3557,6.2382
1569,4.6729,7.5702
1570,5.7947,9.7569
1571,7.8217,6.7266
1574,4.0462,6.0273
1577,6.6535,4.8507
1579,5.5007,4.1181
1581,7.0248,5.1837
1582,8.2627,4.8507
1584,7.7443,2.3865
1585,5.5317,9.3795
1586,8.6031,4.5288
1587,6.3208,8.0253
1589,5.4543,12.2988
1590,4.8276,8.4027
1592,5.7328,5.8941
1593,4.6265,11.7105
1594,5.5007,9.3129
1595,6.5761,8.7468
1597,3.1024,0.6549
1598,2.9786,5.5278
1599,7.93,3.663
1600,5.2454,6.0273
1601,3.7368,10.1898
1602,6.2279,5.9274
1603,7.1641,2.5974
1604,7.048,5.439
1605,7.0171,5.106
1607,6.4987,4.995
1608,13.0593,7.2483
1610,6.3053,5.7165
1611,8.2859,7.9698
1612,5.4775,4.2846
1615,8.7887,8.2584
1616,5.3924,4.3623
1618,12.8891,7.0041
1619,5.1216,4.6953
1620,7.5896,7.992
1622,4.8973,7.0374
1623,4.4485,7.9365
1624,5.0829,7.4925
1625,7.8526,5.2725
1626,4.9746,7.1928
1628,3.7213,10.212
1631,7.5586,5.0172
1632,7.4658,8.9133
1634,9.6552,6.0273
1635,8.7269,7.1817
1636,8.9744,8.3694
1638,13.0439,7.2039
1640,6.607,3.8961
1641,8.781,6.327
1642,8.5644,9.9234
1643,7.0558,8.4915
1644,5.756,5.8275
1645,7.7056,8.1696
1646,7.4116,5.5944
1647,12.8118,6.66
1649,5.5394,4.5621
1650,13.0671,7.2372
1652,5.903,8.1474
1653,7.7598,5.5389
1655,5.5007,9.1242
1656,5.8024,8.4693
1657,9.6475,5.0727
1658,5.7019,9.102
1659,7.0093,5.1615
1660,7.6051,6.7155
1661,7.4194,6.5712
1663,5.7019,9.1242
1664,5.5007,9.324
1665,5.7947,8.3361
1666,5.7173,9.0909
1667,3.5588,11.3664
1668,5.9107,7.9476
1670,8.7965,6.3603
1671,8.6727,4.9062
1672,5.5084,9.0798
1673,7.899,5.0394
1674,3.3809,9.2019
1675,5.903,8.4693
1676,7.1099,5.7276
1677,7.0171,5.0616
1680,7.9609,5.5611
1681,3.7213,10.212
1682,8.3168,9.1797
1684,7.4581,5.1504
1685,6.5606,8.7468
1688,7.3343,5.1282
1689,7.7288,7.9032
1690,6.2357,7.5036
1691,3.4196,7.3704
1692,12.9046,6.66
1693,7.1873,4.1292
1694,5.64,6.9153
1696,4.8431,8.4471
1697,8.781,6.327
1699,7.5432,5.0061
1700,3.4041,0.7215
1702,6.2898,5.0949
1703,8.9125,5.9385
1704,7.93,5.4612
1705,12.8969,7.0707
1706,8.5025,4.3512
1707,3.5047,10.3563
1708,5.3537,7.9587
1709,5.7947,9.4461
1711,6.5684,3.9294
1712,3.3731,10.3008
1715,5.1139,7.8144
1718,6.7386,5.4945
1719,8.2627,7.104
1720,7.489,9.4017
1721,7.5045,7.0374
1722,7.0867,5.9607
1724,3.7677,10.1898
1725,8.2162,3.7851
1726,3.7754,6.7932
1727,8.4174,5.0061
1728,4.5182,8.1696
1729,7.1873,2.7417
1730,4.9514,6.771
1731,8.34,8.9022
1732,4.7812,7.9365
1733,7.4813,9.4017
1734,3.9611,6.1383
1736,6.754,5.3724
1737,8.8274,8.6025
1739,5.1061,5.883
1740,6.5142,9.0576
1742,8.0151,9.435
1743,11.8602,7.2816
1744,8.3323,4.0071
1746,3.3113,10.4007
1747,7.9223,5.4501
1748,5.0133,7.2816
1751,5.5084,9.0576
1753,4.8663,6.0051
1754,5.6322,9.0465
1755,8.1698,7.9587
1756,8.0847,11.211
1758,5.3692,9.0132
1760,6.9397,10.3452
1761,9.6398,6.2715
1762,11.806,7.1151
1764,5.5935,4.1514
1765,7.489,9.3795
1767,11.837,7.2705
1768,3.6052,4.2291
1770,11.8137,7.3926
1771,4.7038,11.877
1772,11.1407,6.5046
1773,4.8044,7.9587
1775,7.342,9.4128
1777,8.4638,6.3381
1779,12.9046,7.2039
1780,4.7967,11.0445
1781,6.9552,5.1615
1783,5.756,3.108
1784,4.8199,8.5248
1785,6.9629,4.995
1787,3.1565,0.6771
1788,5.7173,5.7498
1790,6.5297,9.4017
1794,12.804,6.2271
1795,7.3188,3.2079
1796,6.7618,4.884
1797,7.1641,5.2725
1798,6.8933,5.4057
1799,5.8411,6.0717
1800,9.1059,4.1847
1801,4.9901,8.4582
1803,9.2607,6.9153
1805,7.5586,8.5692
1807,4.0385,3.6963
1808,7.4813,9.2241
1811,5.3073,7.9365
1813,8.8042,6.3381
1819,6.5219,9.3573
1822,5.1293,7.5036
1826,5.7328,9.0909
1827,5.3769,8.103
1828,6.3827,9.0576
1829,5.7173,9.0909
1830,11.806,7.3704
1831,7.783,7.7811
1834,5.7096,5.7387
1835,7.6515,7.3149
1836,7.1331,5.0505
1837,13.0671,7.2483
1838,8.2549,9.3018
1839,6.0423,5.5389
1840,8.8429,8.2473
1844,7.2879,4.9839
1849,4.7193,10.2231
1851,13.0516,7.2483
1854,6.6921,5.1615
1856,7.1641,5.9829
1857,6.5374,9.2574
1858,2.6691,4.2402
1860,4.3093,9.3129
1862,4.7735,11.6883
1863,5.5084,9.2463
1864,7.2492,8.2917
1865,7.52,9.8346
1866,5.5471,4.5621
1867,3.2803,5.4612
1868,4.8276,8.9799
1869,6.5065,6.1161
1870,3.4505,5.4723
1873,6.9165,4.9617
1875,5.5703,9.3795
1876,7.9145,8.9244
1877,5.7405,5.6943
1879,6.9165,4.9839
1880,3.3422,10.4451
1881,7.6669,5.5833
1883,6.7231,9.9789
1884,7.0944,5.9718
1888,11.7983,7.0818
1889,11.4114,6.9042
1890,7.0093,5.0616
1891,5.199,7.8144
1892,3.4428,10.3452
1894,6.8314,6.0051
1895,6.4446,5.4057
1897,7.9764,5.6055
1900,7.4271,5.4834
1901,5.756,4.9506
1903,5.7173,9.1242
1905,7.8217,7.9365
1906,9.6552,6.0384
1908,5.0597,7.326
1909,12.9201,7.215
1910,5.9262,5.2836
1911,7.5122,5.1282
1912,2.7542,5.5722
1913,4.8973,8.3805
1914,3.5201,5.3946
1915,6.1196,7.8921
1918,6.313,5.6832
1919,7.0171,5.1282
1920,8.2008,9.2907
1922,5.462,4.3179
1923,3.5434,4.329
1925,5.8875,9.0132
1926,8.6882,5.2614
1928,5.7096,9.0909
1929,8.2781,7.9698
1930,7.4039,5.3613
1931,4.7116,11.877
1932,12.835,6.771
1936,5.5239,3.1968
1937,7.342,5.1504
1938,4.5104,8.0586
1940,4.1391,8.4471
1941,7.0944,1.6761
1943,5.7328,5.7054
1944,7.4813,9.4017
1945,6.5529,8.3694
1947,3.6594,10.1898
1949,10.9318,6.3381
1950,4.8663,6.7377
1951,4.2242,5.1171
1953,7.342,5.1504
1954,5.3769,3.8073
1955,6.2976,5.1282
1957,7.7366,7.9698
1958,7.0403,5.1504
1959,4.9437,6.993
1960,3.5434,10.9113
1962,7.8217,7.437
1963,3.319,10.434
1964,8.9744,7.5036
1965,5.6013,7.8144
1967,8.8274,6.327
1968,3.8141,5.1171
1969,6.6612,8.7246
1970,6.0113,5.4501
1972,3.6517,7.9254
1974,6.7772,10.4007
1976,7.5741,5.1171
1977,8.224,8.5026
1979,8.3864,5.0061
1981,7.1795,2.6751
1983,6.8546,6.0495
1984,7.9687,5.4612
1985,5.1216,7.1151
1987,7.4813,5.8386
1988,5.5084,9.2463
1989,6.4059,5.0394
1991,3.3577,10.4895
1993,7.8836,5.2281
1994,7.9145,5.3724
1997,8.3168,9.8457
1998,7.2414,9.9234
1999,4.7193,11.6439
2002,3.3345,10.3785
2004,4.9746,7.548
2005,8.0306,9.5349
2008,11.7905,6.7488
2009,12.8969,7.0929
2011,5.7715,9.6459
2012,7.0248,9.0687
2014,7.9145,4.8285
2015,3.7832,10.2009
2016,6.9474,6.1161
2017,3.7987,10.212
2018,6.6535,4.9284
2021,9.2143,5.1837
2022,5.8024,9.0576
2023,4.2474,5.0949
2024,7.079,5.9718
2026,5.3924,9.0354
2027,7.6515,5.5944
2028,6.7076,5.6388
2029,5.5007,9.2685
2031,9.6398,6.0828
2032,8.1157,4.7286
2033,11.9221,7.4259
2034,9.6398,5.9052
2035,5.7483,5.1948
2036,6.8856,3.7962
2037,4.905,7.0152
2038,7.4039,5.3613
2039,4.7116,11.8881
2040,6.197,8.0142
2041,7.4348,4.9062
2042,3.6362,10.6227
2043,5.462,3.2301
2044,3.613,4.5843
2045,6.3053,7.9587
2046,5.9649,9.6126
2047,7.8371,7.9143
2048,7.8217,4.8285
2049,3.729,4.329
2050,4.6884,10.2231
2051,7.9996,5.217
2052,4.7116,11.8881
2053,7.7598,8.1252
2054,7.0093,5.0283
2055,5.493,4.3401
2056,3.3809,9.879
2057,7.4348,5.8608
2058,7.079,5.9718
2059,7.0093,5.0616
2060,5.5007,9.2907
2061,3.9457,5.5056
2062,6.932,4.9728
2063,5.6786,5.772
2064,8.8042,6.3381
2065,7.0093,5.1393
2066,6.7463,8.5248
2068,5.2145,2.7639
2069,7.7907,3.3744
2070,7.079,9.2685
2071,8.6108,7.8699
2072,6.9552,6.8043
2073,7.4813,9.3906
2074,6.7618,4.884
2075,8.7578,7.9698
2076,3.3113,7.3149
2077,7.5664,4.8951
2078,6.3904,5.439
2079,5.6013,9.0465
2080,7.1331,9.0687
2081,7.6051,5.0838
2082,3.7522,10.212
2083,7.2801,9.0687
2084,5.3537,4.6509
2085,6.901,10.2009
2086,7.4813,9.4017
2088,6.491,5.0061
2089,6.0964,0.4773
2090,5.8024,5.661
2091,8.9667,7.5924
2092,4.2319,8.1585
2093,7.7907,3.4299
2094,9.7481,6.9486
2095,6.7308,5.6277
2096,6.8314,6.0384
2097,4.5027,7.9365
2099,11.1561,6.6156
2100,7.4581,4.7175
2101,8.8042,6.3381
2102,6.6302,5.4501
2103,4.9359,8.4582
2104,5.6322,5.7054
2105,5.3769,8.1363
2106,3.2803,10.1676
2108,7.7598,5.2725
2109,8.0383,5.6388
2110,6.5142,7.9809
2111,4.6497,1.8204
2112,6.0423,5.5278
2113,7.2956,6.6711
2114,5.6632,9.6126
2115,6.9397,6.5268
2116,5.6941,9.0576
2117,3.6671,10.8669
2118,7.2646,9.0354
2119,4.9282,8.4582
2120,4.6342,9.879
2121,4.8586,5.2836
2122,8.634,5.328
2123,9.6552,5.9274
2124,5.7947,4.9284
2125,7.899,5.5833
2126,4.4176,6.0273
2127,4.8044,4.8063
2128,4.2474,5.2947
2129,2.6846,12.1545
2131,2.6536,5.3502
2132,7.0016,5.0727
2133,7.0944,5.994
2134,8.3246,6.6378
2135,7.0093,5.1171
2136,7.636,12.099
2137,7.5122,4.995
2138,11.8215,6.7044
2139,3.7987,7.0374
2140,8.8352,3.5298
2141,3.6594,10.0788
2142,8.6418,8.0142
2143,6.8623,8.7024
2144,4.6652,11.766
2145,9.2375,4.0071
2146,8.0306,9.8679
2147,5.7947,5.0616
2148,4.1855,9.3906
2149,3.7677,10.2009
2150,3.5201,10.6005
2151,5.7251,9.0909
2152,4.9824,8.4027
2153,5.9107,5.5944
2154,5.0752,7.3038
2155,6.8159,6.0384
2157,7.6902,3.2856
2158,7.5896,5.0838
2160,8.812,6.3381
2162,5.5007,9.3684
2163,5.0056,7.2927
2164,7.0093,4.6065
2165,7.1563,8.4804
2166,5.7173,9.0909
2168,13.0748,7.3704
2169,12.9433,6.7155
2170,3.3422,10.3785
2171,12.9278,6.7155
2172,5.7483,5.6943
2173,8.8816,8.3139
2175,6.3053,7.9698
2176,3.613,5.3613
2177,7.9223,5.4612
2178,4.8663,9.3129
2179,7.1099,10.2897
2180,9.2607,5.8719
2181,3.6749,10.878
2182,4.6574,6.3381
2183,7.0403,5.439
2184,8.5721,4.4955
2186,8.8042,6.3381
2187,4.6419,11.7438
2188,7.4813,7.0707
2189,7.6669,5.4279
2190,7.489,9.4017
2191,3.3113,10.3896
2192,7.7753,9.5793
2195,9.1988,4.329
2196,7.5509,6.9486
2197,6.3285,5.7498
2200,12.8969,6.771
2201,4.2164,5.9718
2202,7.2646,5.3502
2203,6.9707,5.1282
2204,11.8524,7.3926
2206,7.9455,5.4612
2207,4.758,-0.5217
2208,4.3093,2.3532
2210,4.2164,5.8941
2211,5.4311,4.0737
2213,3.1101,0.6438
2214,7.8449,7.9365
2216,12.8891,6.9597
2217,3.3809,9.8346
2218,4.8044,5.5056
2219,6.166,5.2725
2220,7.1176,5.7498
2221,7.0171,5.0505
2222,3.613,10.9224
2224,7.5432,5.4945
2227,7.6747,2.7306
2229,6.0113,5.8053
2230,5.5084,9.0465
2231,4.2396,5.9274
2232,6.9088,4.8285
2233,5.5162,8.4693
2234,4.8586,8.0697
2236,5.5007,9.2352
2237,11.2103,6.4935
2240,7.6669,5.0838
2241,7.5741,7.1817
2242,9.6475,6.3492
2243,5.8411,8.2584
2244,-5.0675,-1.2654
2246,8.4329,7.0263
2247,3.2029,0.6327
2249,8.7733,8.0364
2250,3.76,7.5258
2252,3.319,10.4007
2253,3.7058,10.2009
2254,4.2319,7.5591
2255,9.4386,3.8628
2257,5.6864,8.9466
2258,4.6265,11.7105
2259,7.0325,5.5056
2260,3.6671,10.212
2261,7.5432,6.0051
2263,5.4311,4.1181
2265,5.9107,5.2392
2266,8.34,8.9022
2268,4.7116,6.2826
2269,3.9457,8.7468
2270,4.611,11.8992
2271,5.5007,9.324
2272,7.3884,5.1726
2275,7.4813,6.8376
2276,4.2474,5.7942
2277,5.1448,5.1171
2278,4.9359,6.993
2279,6.5606,8.9133
2280,7.8836,4.9173
2281,5.5084,3.5298
2282,5.7173,9.1131
2283,8.5876,9.7902
2284,3.6439,8.4582
2285,9.2065,5.6721
2286,3.6826,7.0485
2288,4.348,9.0465
2289,5.8953,5.2392
2291,9.3148,5.883
2293,5.8721,5.2503
2294,4.4098,5.328
2295,4.201,5.9496
2297,0.3946,6.3159
2299,5.934,5.3169
2300,4.9746,6.5823
2301,6.9552,10.3119
2302,6.5684,9.6348
2303,6.0655,5.3946
2305,7.6515,6.216
2306,7.2182,4.9395
2307,12.835,6.7044
2308,2.3751,4.0182
2309,5.3847,4.0626
2311,5.7251,9.0909
2312,4.8199,6.0051
2313,7.9455,4.7952
2315,8.7578,8.0142
2316,4.8354,8.4471
2318,5.4001,8.1474
2319,9.2065,5.6943
2320,6.9629,7.6035
2321,4.3325,7.0929
2322,5.787,5.8497
2323,7.079,5.9718
2324,11.6977,7.2705
2325,3.7136,6.8376
2328,7.9223,5.3169
2329,9.6243,6.1827
2330,5.1293,7.2594
2331,7.9532,5.4501
2332,5.493,9.2796
2335,8.5567,9.6237
2336,4.8895,8.325
2337,4.2319,6.549
2338,5.7715,3.9294
2339,5.609,4.3512
2340,6.5219,5.7387
2342,7.7134,5.2947
2343,3.1101,0.6549
2344,4.8818,7.0596
2345,4.905,5.9385
2346,6.9397,6.9264
2347,7.9996,6.6267
2349,6.2047,8.4027
2350,4.9127,6.0273
2351,3.4737,4.2957
2353,5.4543,7.9587
2354,5.64,9.1575
2355,5.4233,4.2069
2357,5.8334,8.4471
2358,5.3228,3.552
2359,4.1159,11.9547
2360,8.4793,4.5621
2361,7.5045,7.0485
2362,8.4406,9.2796
2363,9.1833,5.5722
2364,12.8272,6.7044
2365,7.3111,1.8426
2366,9.6552,6.0273
2367,7.8526,9.3573
2368,7.9068,5.2836
2370,4.2551,5.0394
2371,8.8661,5.2392
2372,8.2781,8.5692
2373,4.9127,6.4269
2374,5.7251,9.102
2377,5.168,7.104
2380,5.8024,9.0909
2382,5.7947,5.6721
2383,5.021,7.326
2385,5.6168,4.1403
2388,6.932,10.3563
2389,10.6455,4.1625
2393,4.4176,6.7821
2397,5.3692,8.1474
2399,4.8121,8.5248
2400,7.0016,5.1171
2401,13.0207,7.2483
2402,7.5509,7.0485
2403,7.2105,4.9284
2404,8.0615,2.6973
2405,6.3363,9.6237
2406,5.6245,5.8386
2407,6.8623,5.2281
2408,5.4311,9.324
2409,5.7947,5.6721
2411,6.9088,4.8174
2412,6.4368,10.4451
2413,5.6941,8.9466
2414,8.812,8.0031
2415,7.8758,9.5904
2419,8.4019,4.6176
2420,7.2801,6.1716
2423,4.201,7.0818
2424,5.8024,5.6721
2425,6.4214,0.7548
2426,3.3731,10.1121
2428,4.2706,8.1585
2429,6.9629,8.4804
2430,5.5935,4.1403
2431,4.9127,11.9103
2432,4.7193,11.8881
2433,5.5394,9.3795
2434,4.2242,8.1474
2435,7.4813,5.8275
2437,4.874,7.7811
2438,7.9764,9.3462
2439,3.466,5.3835
2440,0.441,5.7609
2441,7.9145,5.4501
2442,4.5336,5.0616
2446,4.023,5.2059
2447,5.787,9.0354
2448,11.5662,6.8709
2450,3.3654,7.3149
2451,3.76,6.771
2452,7.93,5.661
2453,10.777,4.5954
2454,6.5451,9.3462
2455,5.7947,9.546
2456,7.7443,4.8396
2457,6.8469,12.3099
2458,7.4348,4.9062
2459,8.34,11.1555
2460,7.0093,5.1504
2462,12.8969,7.0929
2463,6.313,9.0576
2465,5.7096,9.102
2466,3.3345,10.3563
2467,7.9377,5.0061
2468,6.0345,4.8174
2469,8.3091,6.5823
2470,5.6013,8.0586
2471,7.1409,8.1585
2472,7.9145,5.4723
2473,11.5662,8.547
2479,12.9201,7.215
2480,5.5239,4.551
2483,5.7715,4.218
2484,3.2107,7.992
2486,12.835,7.2261
2488,4.9359,7.0041
2490,5.1448,4.2291
2491,13.0284,6.7932
2492,4.8199,9.5016
2495,7.0867,5.3946
2496,7.0325,5.1393
2497,12.9201,7.215
2498,6.0887,5.8386
2500,9.1756,5.4279
2502,5.5162,9.3795
2503,3.8219,10.6005
2504,7.4735,7.0596
2505,8.9048,6.1938
2506,7.8449,7.9365
2507,8.5257,9.9123
2508,8.8197,7.992
2509,5.0752,7.3149
2510,5.9572,5.4501
2511,7.1409,5.8275
2513,6.7231,4.995
2514,3.3267,10.8003
2515,6.5761,9.6459
2517,3.7136,10.212
2518,6.0423,9.0465
2519,12.9588,7.326
2520,4.3402,7.9254
2522,4.8663,8.4804
2523,1.3926,4.0626
2524,5.7715,6.5268
2527,5.1835,4.7286
2528,7.9145,4.7841
2529,6.5065,10.7115
2530,6.46,9.4461
2531,12.9278,6.7266
2532,7.4813,9.4017
2534,4.2474,5.7942
2535,3.5743,4.5732
2536,5.5007,9.2907
2537,7.1873,6.0162
2538,4.8044,10.1121
2539,6.901,4.7952
2541,7.9223,7.215
2546,7.6669,3.5742
2547,9.6398,5.883
2548,6.5529,8.7246
2549,7.9145,6.0939
2550,3.8451,4.1514
2551,5.052,7.3371
2552,5.5084,9.3795
2554,7.899,8.4582
2555,4.9746,7.9365
2556,5.8179,9.6015
2557,3.288,9.9012
2558,5.8489,7.5369
2561,8.0074,5.5389
2563,3.76,5.217
2566,7.8758,8.0031
2567,5.9881,5.2059
2568,5.1216,4.6953
2569,7.1795,6.0162
2571,13.0593,7.1928
2572,5.3073,6.0273
2573,8.0074,9.7347
2574,8.0847,8.9577
2576,3.6362,10.7559
2577,3.5047,10.8558
2578,7.4735,9.4017
2580,4.17,8.436
2581,7.6824,5.9385
2583,5.5549,4.5954
2585,5.6632,9.0687
2588,8.3942,4.6176
2589,-0.9593,5.3169
2592,5.1835,6.0273
2593,7.8371,7.9254
2594,5.2531,3.6519
2595,8.5721,6.327
2596,7.1099,5.8053
2597,4.4485,6.9042
2598,11.837,7.3482
2600,7.5045,6.2049
2602,12.9046,7.2816
2605,4.5414,8.8134
2606,13.0748,7.437
2608,7.8139,5.6388
2610,6.9629,8.2806
2611,7.4658,9.4128
2612,4.2319,8.1252
2613,7.752,5.5611
2614,5.5084,9.3684
2615,4.3789,6.2382
2617,6.9629,8.214
2621,2.8006,5.5611
2622,12.8427,6.7155
2623,6.9939,6.5379
2624,8.8042,6.3492
2626,5.7328,9.0687
2628,7.7985,0.666
2629,8.046,5.7054
2633,9.6398,6.1494
2634,4.1623,5.0838
2635,6.1738,9.0576
2636,7.2414,9.4905
2637,4.3557,7.0707
2638,13.0052,7.2039
2640,4.727,8.4471
2641,4.3093,8.0586
2644,8.7733,7.2261
2645,4.4331,6.4713
2646,4.4021,5.3391
2651,5.8489,6.4602
2653,5.5703,4.5621
2656,5.7637,8.3028
2658,6.9552,6.8265
2659,5.6632,8.0253
2660,4.6419,11.5773
2661,3.6285,0.0444
2662,3.6826,10.3008
2663,3.8064,5.106
2665,7.9455,6.5379
2666,6.6689,4.9284
2667,6.7231,9.1242
2669,8.6572,8.0253
2671,3.582,4.2735
2673,5.8566,6.0162
2674,6.9165,5.0505
2675,5.3692,3.5853
2676,9.2684,6.3381
2677,3.3886,9.879
2678,5.5084,9.2352
2679,5.5471,9.4017
2681,8.665,4.9506
2682,4.9824,7.5036
2684,7.3497,5.1726
2685,7.0403,5.1504
2687,7.7907,5.55
2688,5.5162,9.0576
2689,5.6477,9.1353
2690,13.0516,7.1928
2691,4.3247,9.0243
2694,5.5239,4.4733
2695,8.6418,5.3169
2696,5.8024,9.6348
2697,3.3113,10.4007
2698,5.787,7.9587
2699,13.0671,7.3371
2700,4.5104,8.0586
2701,3.3886,0.333
2704,6.8082,5.994
2705,6.9629,7.5702
2707,7.7985,7.6035
2708,4.3712,6.8487
2709,6.6921,12.8316
2710,7.4735,9.3906
2712,6.901,6.438
2713,7.1795,9.5127
2714,7.1409,10.2564
2715,5.4775,4.2735
2716,4.3866,8.2251
2717,5.4465,11.6106
2718,4.317,9.0687
2721,5.2067,6.2271
2722,7.5896,5.4723
2723,5.0984,1.11
2724,8.7733,6.327
2725,4.5955,8.9577
2727,6.7618,4.884
2728,5.1293,5.1393
2729,4.7503,0.0444
2730,5.1216,7.3038
2731,13.0593,7.2039
2732,4.023,6.6156
2733,6.6767,5.1393
2735,7.3265,8.1585
2736,12.9278,7.215
2737,4.5414,5.9496
2738,3.1101,0.6549
2739,7.5432,6.2493
2740,5.2377,7.9032
2742,4.0075,5.9718
2743,4.874,6.3936
2744,3.3654,8.0475
2745,6.5142,9.0687
2747,7.8371,7.9254
2748,5.493,9.2685
2749,5.7173,9.102
2751,8.7578,8.0364
2753,6.6689,5.1282
2754,6.2898,8.0808
2759,8.812,6.327
2761,3.0946,12.1878
2766,6.9939,4.995
2767,7.7443,2.3088
2768,6.9861,6.0939
2770,6.9242,7.6035
2771,3.3113,10.4007
2773,5.64,9.0909
2774,6.0036,9.3684
2776,5.7251,5.772
2777,7.8913,5.0394
2779,7.52,5.0838
2780,4.2242,5.0616
2781,7.4426,7.0818
2782,5.6554,9.0465
2783,3.8064,4.7841
2784,8.7114,7.1706
2785,8.3787,8.9577
2786,11.6977,7.2927
2787,7.226,6.0384
2788,4.1004,5.5056
2789,8.5489,4.6842
2790,5.6477,9.0909
2791,9.1446,5.2281
2792,7.1099,5.8386
2793,5.1371,7.5258
2794,5.0056,7.3149
2797,12.9201,7.2039
2798,5.5162,4.4289
2800,7.1563,4.3401
2801,7.4658,9.4017
2805,6.785,5.8941
2806,3.582,9.6681
2807,5.3614,7.9587
2808,3.4892,10.2009
2809,5.5626,7.9587
2810,4.2396,5.7831
2813,6.7695,10.3452
2814,7.2646,4.9506
2815,5.6477,9.4017
2817,6.4059,6.3159
2818,9.1059,6.3492
2820,5.5007,9.3018
2821,7.9455,7.7367
2824,4.905,7.5813
2825,4.6342,11.6994
2827,5.7096,9.1131
2828,4.8276,8.6913
2829,4.8818,8.4471
2834,5.7173,9.7014
2835,5.8798,5.2281
2836,5.5007,9.2463
2840,11.806,7.8588
2841,6.1274,8.3472
2842,7.7288,2.5308
2846,7.1718,4.3068
2847,3.3809,9.8013
2848,5.9417,4.4955
2850,8.2395,8.7579
2851,8.3013,9.8346
2852,3.3809,9.9456
2854,3.6594,10.2897
2855,4.348,7.0596
2856,8.4561,8.7357
2858,6.9552,4.5954
2859,5.6864,5.8608
2860,7.8371,7.9254
2861,3.3345,5.4612
2867,5.052,7.9476
2868,7.0171,6.1272
2869,7.6283,3.1968
2870,7.1331,4.9173
2874,5.5084,9.1242
2876,4.9824,10.3896
2877,8.5876,4.5843
2878,4.8895,7.0707
2880,4.8818,8.4582
2881,5.6632,9.1131
2884,5.8798,5.2059
2887,8.2549,6.4158
2890,9.779,4.1403
2891,5.7251,9.0909
2892,9.1137,3.9183
2893,3.4196,8.6358
2894,7.4194,7.0929
2895,3.7136,10.1898
2897,3.025,5.5611
2898,5.5007,9.2796
2899,3.7987,10.212
2900,7.6902,8.1474
2901,7.9919,8.0253
2902,3.3731,10.4451
2908,6.9784,7.3704
2909,4.6652,9.0243
2913,4.9127,6.7821
2915,6.8778,4.5399
2916,5.7096,5.7165
2918,8.3864,9.8013
2919,5.052,8.3805
2921,3.3113,10.4007
2922,11.7132,7.881
2923,5.8566,4.995
2924,4.8973,6.0606
2926,8.8197,6.3159
2931,4.2938,7.5369
2932,5.8334,8.4471
2935,8.3942,8.991
2936,5.7096,5.6943
2937,12.8891,6.9042
2938,4.9205,8.4582
2939,7.489,10.2453
2940,12.9046,7.2039
2944,7.0171,5.106
2946,9.3613,5.7276
2947,3.613,7.4592
2948,5.6864,4.1292
2949,3.9611,5.2281
2955,6.8701,6.0606
2956,7.5509,10.2675
2957,5.3847,5.8053
2958,8.7191,8.0364
2959,4.2474,4.9506
2960,6.491,5.106
2961,3.4505,5.439
2963,7.0171,5.1171
2964,5.3769,4.0404
2965,5.5626,8.1474
2966,7.4813,5.5833
2967,7.8526,3.8739
2968,5.5007,9.0243
2970,3.6671,4.3623
2971,3.4505,10.7004
2972,8.8042,6.3381
2973,3.5279,10.8891
2974,6.2357,1.8648
2975,5.5239,7.9587
2976,5.7096,5.7054
2977,4.8818,6.7488
2978,8.193,3.8184
2979,5.3692,7.104
2980,7.0093,5.1393
2981,11.9994,7.5813
2982,9.5547,4.4178
2983,5.0365,7.0707
2984,4.8663,7.0152
2985,4.8586,7.0596
